method,test_cvar,objective,mean_return,tc_adjusted_return,volatility,sharpe,sortino,max_drawdown,turnover,tail_loss_frequency,oracle_objective,oracle_regret,experiment,regime,seed
min_variance,0.018647787119975622,0.019624216408559252,-0.0048743799892054605,-0.004882146442918151,0.005719918954845559,-0.8535341987544713,-1.0073744041382793,-0.451826741558466,0.0,0.056,0.01683022647846788,0.002793989930091372,research_grid,predictable_tail_crash,0
two_stage,0.017047332041417142,0.01692222148742224,0.001183579999315512,0.0006255527699745147,0.008953943583843818,0.06986338076033635,0.1170787799140838,-0.09969785320883495,0.5534085643136363,0.056,0.01683022647846788,9.199500895435905e-05,research_grid,predictable_tail_crash,0
robust_two_stage,0.01854620949409519,0.018769761217547858,-0.0006686774632542782,-0.0011177586172633432,0.008401218500181893,-0.1330472022726341,-0.2009556823891858,-0.13521967255728407,0.44491078592002414,0.056,0.01683022647846788,0.0019395347390799775,research_grid,predictable_tail_crash,0
dfl,0.029899729461987677,0.029913593712116007,0.0005357280158485134,-6.932125064164274e-05,0.013314005728962993,-0.005206641190309554,-0.007466626915468474,-0.16981257358464397,0.6007923136797564,0.056,0.01683022647846788,0.013083367233648127,research_grid,predictable_tail_crash,0
robust_dfl,0.027204780835191258,0.027364983307961947,-0.0001512366393567447,-0.000801012363853449,0.012737818860207988,-0.06288457800988742,-0.09225318988994857,-0.16635238051472145,0.6506785468339651,0.056,0.01683022647846788,0.010534756829494066,research_grid,predictable_tail_crash,0
equal_weight,0.04804820967461526,0.049357867039634865,-0.006548286825098033,-0.006548286825098033,0.013604039961186611,-0.4813486907785818,-0.5180338505774897,-0.5636781645428154,0.0,0.056,0.01770528166772547,0.031652585371909396,research_grid,predictable_tail_crash,1
min_variance,0.017833421498741484,0.018796984913885113,-0.004809257695468822,-0.004817817075718143,0.005783219498945121,-0.8330683412178735,-1.0281774558214118,-0.448925517118117,0.0,0.056,0.01770528166772547,0.0010917032461596442,research_grid,predictable_tail_crash,1
two_stage,0.017642823014465604,0.018035818626417382,-0.0015405028647859028,-0.001964978059758881,0.008580051018236398,-0.22901706007964492,-0.3907161576947482,-0.24393599280414502,0.416494897227963,0.056,0.01770528166772547,0.0003305369586919134,research_grid,predictable_tail_crash,1
robust_two_stage,0.015986264478146966,0.016603816153099412,-0.0027785132158585244,-0.0030877583747622255,0.007249294765694233,-0.4259391394799471,-0.731504157388446,-0.32414432543358884,0.30075147963930826,0.056,0.01770528166772547,-0.0011014655146260564,research_grid,predictable_tail_crash,1
dfl,0.03328374277605209,0.0337128163387237,-0.001491837675460794,-0.002145367813358062,0.01354601523962203,-0.15837630293848295,-0.22237200052009498,-0.25671238340338476,0.6498375686690787,0.056,0.01770528166772547,0.016007534670998233,research_grid,predictable_tail_crash,1
